#hgnc_id	hgnc_symbol	confidence_level	penetrance	pmid	omim_id	inheritance	panel_id	panel_name	panel_version	line_number
HGNC:9141	PMVK	1	Complete	27052676||26816331 (correction for PMID:26202976)	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	110	Familial disseminated superficial actinic porokeratosis	1.2	84
HGNC:30579	SSH1	1	Complete	15459975	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	110	Familial disseminated superficial actinic porokeratosis	1.2	85
HGNC:16192	SLC17A9	2	Complete	25596766 (article in French)	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	110	Familial disseminated superficial actinic porokeratosis	1.2	86
HGNC:6998	MEFV	1	Complete	27238193||28194777	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	23	Familial hidradenitis suppurativa	1.3	87
HGNC:6427	KRT17	1	Complete	8288793	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	23	Familial hidradenitis suppurativa	1.3	88
HGNC:3689	FGFR2	2	Complete	28293556	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	23	Familial hidradenitis suppurativa	1.3	89
HGNC:17091	NCSTN	3	Complete	26663538||22834455||22622421||26463457||22759192||26224166	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	23	Familial hidradenitis suppurativa	1.3	91
HGNC:5971	IL12RB1	1	Complete	23557799	-	Unknown	23	Familial hidradenitis suppurativa	1.3	92
HGNC:9580	PSTPIP1	2	Complete	23571383||21745697||25501066	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	23	Familial hidradenitis suppurativa	1.3	94
HGNC:4284	GJB2	2	Complete	16172043||15337980	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	23	Familial hidradenitis suppurativa	1.3	95
HGNC:14900	IL22	1	Complete	21148041	-	Unknown	23	Familial hidradenitis suppurativa	1.3	96
HGNC:11892	TNF	1	Complete	23106544	-	Unknown	23	Familial hidradenitis suppurativa	1.3	97
HGNC:1100	BRCA1	2	Complete	26926928||27433846||26236408 - literature review indicating there is conflicting reports||27899188||27989354||27317574||26360800 - no increased risk||22516946||28031937||27742670||27306910 - standardized incidence ratios (SIRs) were used to compare the observed incidence of 20 primary cancer sites to the expected incidence of each cancer based on the calculated risk estimates according to each subject's age, sex, and ethnicity. BRCA1 families had increased SIRs for breast and ovarian cancer (p < .001) and decreased SIRs for kidney, lung, prostate, and thyroid cancer and non-Hodgkin's lymphoma (p < .001)||27188668	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	318	Familial prostate cancer	1.3	98
HGNC:10050	RNASEL	1	Complete	28031937	-	Unknown	318	Familial prostate cancer	1.3	99
HGNC:20473	BRIP1	1	Complete	26074382	-	Unknown	318	Familial prostate cancer	1.3	100
HGNC:7325	MSH2	1	Complete	26289772	-	Unknown	318	Familial prostate cancer	1.3	101
HGNC:1101	BRCA2	3	Complete	26236408 - literature review indicating there is conflicting reports||21952622||26074382||26289772||28031937||10398279 - no association found with breast/ovarian cance susceptibility variants||26360800	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	318	Familial prostate cancer	1.3	102
HGNC:5112	HOXB13	1	Complete	28031937||26074382	-	Unknown	318	Familial prostate cancer	1.3	103
HGNC:16627	CHEK2	1	Complete	26074382	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	318	Familial prostate cancer	1.3	104
HGNC:14198	ELAC2	1	Complete	28031937	-	Unknown	318	Familial prostate cancer	1.3	105
HGNC:7376	MSR1	1	Complete	27084275||12958598 - found no association and the variant reported in PMID:12244320 has been reclassified||26225686 - no association with another variant found in meta-analysis||28031937	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	318	Familial prostate cancer	1.3	108
HGNC:7328	MSH5	1	Complete	26964030	-	Unknown	318	Familial prostate cancer	1.3	109
HGNC:26144	PALB2	1	Complete	26074382	-	Unknown	318	Familial prostate cancer	1.3	110
HGNC:7329	MSH6	1	Complete	27456091	-	Unknown	318	Familial prostate cancer	1.3	111
HGNC:25355	SLC30A10	3	-	34877518||22934317||29179235||32866815||31288771||29193034||22926781||34849276	-	BIALLELIC, autosomal or pseudoautosomal	157	Hereditary Erythrocytosis	2.1	112
HGNC:1093	BPGM	3	Complete	29790589||33216349	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	157	Hereditary Erythrocytosis	2.1	113
HGNC:28993	PIEZO1	2	unknown	31298594||33181827||30655378	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	157	Hereditary Erythrocytosis	2.1	114
HGNC:14661	EGLN3	1	Complete	22274579	-	Unknown	157	Hereditary Erythrocytosis	2.1	115
HGNC:12687	VHL	3	Complete	27651169||27774468||23859443	-	BIALLELIC, autosomal or pseudoautosomal	157	Hereditary Erythrocytosis	2.1	116
HGNC:4827	HBB	3	Complete	19734427||23215953||28332377||24482100||20642336||24115288||23388674||15921161	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	157	Hereditary Erythrocytosis	2.1	117
HGNC:4824	HBA2	3	Complete	19734427||27240426||26852627||23388674||1592116||25669128	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	157	Hereditary Erythrocytosis	2.1	118
HGNC:3374	EPAS1	3	Complete	18650473||22367913||27651169||27774468	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	157	Hereditary Erythrocytosis	2.1	119
HGNC:1232	EGLN1	3	Complete	23869443||27651169||27774468	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	157	Hereditary Erythrocytosis	2.1	120
HGNC:29605	SH2B3	2	-	34021251||23812944||34440325	-	Other	157	Hereditary Erythrocytosis	2.1	121
HGNC:3416	EPOR	3	Complete	11929803||23859443||27774468||18492694	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	157	Hereditary Erythrocytosis	2.1	124
HGNC:14660	EGLN2	1	Complete	22274579	-	Unknown	157	Hereditary Erythrocytosis	2.1	125
HGNC:9020	PKLR	1	Complete	22274579	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	157	Hereditary Erythrocytosis	2.1	126
HGNC:4823	HBA1	3	Complete	19734427||27240426||26852627||23388674||22274579||25669128||15921161	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	157	Hereditary Erythrocytosis	2.1	127
HGNC:4910	HIF1A	1	Complete	22274579	-	Unknown	157	Hereditary Erythrocytosis	2.1	128
HGNC:29304	UVSSA	3	Complete	PubMed: 22466610	-	BIALLELIC, autosomal or pseudoautosomal	310	Hydroa vacciniforme	1.2	129
HGNC:1165	DAGLA	3	-	35737950	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	246	Infantile nystagmus	1.10	362
HGNC:7427	MT-CYB	1	Complete	26448634	-	MITOCHONDRIAL	246	Infantile nystagmus	1.10	364
HGNC:7462	MT-ND6	1	Complete	26448634	-	MITOCHONDRIAL	246	Infantile nystagmus	1.10	365
HGNC:7456	MT-ND2	1	Complete	26448634	-	MITOCHONDRIAL	246	Infantile nystagmus	1.10	367
HGNC:1388	CACNA1A	3	Complete	19182766	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	246	Infantile nystagmus	1.10	368
HGNC:7414	MT-ATP6	1	Complete	26448634	-	MITOCHONDRIAL	246	Infantile nystagmus	1.10	369
HGNC:20145	GPR143	3	Complete	26160353||21541274||26061757||21423867	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	246	Infantile nystagmus	1.10	370
HGNC:4387	GNAI3	1	Complete	27607449	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	246	Infantile nystagmus	1.10	371
HGNC:20611	SLC24A5	3	Complete	26686029 case identified in a cohort South-Italian origin||23985994 - homozygous variants identified in an additional 5 patients with Non-Syndromic Oculocutaneous Albinism||27129268 - functional data to support the phenotypic effects of variants reported||23364476 - case report of patient of Chinese origin	-	BIALLELIC, autosomal or pseudoautosomal	246	Infantile nystagmus	1.10	373
HGNC:1968	LYST	3	Complete	20301751 - Chediak-Higashi syndrome (CHS) is characterized by partial oculocutaneous albinism (OCA), immunodeficiency, and a mild bleeding tendency.	-	BIALLELIC, autosomal or pseudoautosomal	246	Infantile nystagmus	1.10	374
HGNC:7419	MT-CO1	1	Complete	26448634	-	MITOCHONDRIAL	246	Infantile nystagmus	1.10	375
HGNC:8079	FRMD7	3	Complete	17846367||17397053||24688117||18431453	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	246	Infantile nystagmus	1.10	377
HGNC:7422	MT-CO3	1	Complete	26448634	-	MITOCHONDRIAL	246	Infantile nystagmus	1.10	378
HGNC:23405	LRMDA	3	Complete	PMID: 27031267 - identification of a 1.77-Mb de novo interstitial deletion in 10q22.2q22.3 in a female patient with 2.5-year-old female patient with developmental delay, speech delay, congenital cleft palate, and bilateral hearing impairment. The deletion included 9 genes, including KAT6B, DUPD1, DUSP13, SAMD8, VDAC2, COMTD1, ZNF503, NCRNA00245, and C10orf11||PMID: 26818737 - a novel homozygous variant in this gene is reported a patient within a screen of Iranian patients with nonsyndromic OCA or autosomal recessive ocular albinism	-	BIALLELIC, autosomal or pseudoautosomal	246	Infantile nystagmus	1.10	380
HGNC:7133	KMT2D	3	Complete	PMID: 22126750||22901312	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	173	Kabuki syndrome	1.5	386
HGNC:9330	PQBP1	1	unknown	30244542	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	173	Kabuki syndrome	1.5	387
HGNC:12637	KDM6A	3	Complete	PMID: 24527667	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	173	Kabuki syndrome	1.5	388
HGNC:9855	RAP1A	1	Complete	PMID: 26280580	-	BIALLELIC, autosomal or pseudoautosomal	173	Kabuki syndrome	1.5	389
HGNC:9857	RAP1B	1	Complete	PMID: 26280580	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	173	Kabuki syndrome	1.5	390
HGNC:10922	SLC16A1	3	Complete	26608392	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	393
HGNC:4707	GYS2	3	Complete	Orho, M., Bosshard 1998	-	BIALLELIC, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	405
HGNC:8527	OXCT1	3	Complete	Middleton B , Day R 1987 and Kassovska-Bratinova  S, Fukao, T 1996	-	BIALLELIC, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	406
HGNC:417	ALDOB	3	Complete	Ali  M, Cox  TM 1995 and Cross, NCP  Cox  TM.	-	BIALLELIC, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	410
HGNC:93	ACAT1	3	Complete	Daum RS, Scriver CR 1973 and Fukao T , Yamaguchi S, Kano 1990	-	BIALLELIC, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	413
HGNC:16732	MCEE	3	Complete	16752391 (a case report of a patient who was homozygous for the R47X variant in MCEE, but also homozygous for a second variant in the SPR gene)||25763508 (a case homozygous for c.139C>T, p.Arg47* in the MCEE gene, and c.751A>T, p.Lys251* in the SRD gene||16697227 - proband and sibling with mild methylmalonic aciduria were found to be homozygous for the c.139C>T, p.R47X variant, with heterozygous unaffected parents||17823972 - sequencing of cell lines from 229 patients with elevations of methylmalonic acid excretion for which no cause was known identified 5 cell lines with MCEE variants. In fibroblast lines from two patients with the c.139C>T, p.R47X variant, WT cDNA corrected the biochemical phenotype in the cells.	-	BIALLELIC, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	428
HGNC:6535	LDHA	3	Complete	26067360	-	BIALLELIC, autosomal or pseudoautosomal	248	Ketotic hypoglycaemia	1.8	434
HGNC:4700	GYG2	1	Complete	PMID: 25751106 - investigated patients with a GYG2 gene deletion and conclude that GN2 (encoded by GYG2) is not required for liver glycogen synthesis and glucagon-stimulated glucose release. PMID: 24100632 - candidate variants in the GYG2 gene found in male siblings with Leigh syndrome showing ketoemia, with some functional evidence.	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	248	Ketotic hypoglycaemia	1.8	435
HGNC:23026	GNPTG	3	Complete	PMID: 10712439	-	BIALLELIC, autosomal or pseudoautosomal	75	Mucopolysaccharideosis, Gaucher, Fabry	1.2	452
HGNC:29670	GNPTAB	3	Complete	PMID: 16116615	-	BIALLELIC, autosomal or pseudoautosomal	75	Mucopolysaccharideosis, Gaucher, Fabry	1.2	461
HGNC:5320	HYAL1	1	Complete	PMID: 10339581	-	BIALLELIC, autosomal or pseudoautosomal	75	Mucopolysaccharideosis, Gaucher, Fabry	1.2	466
HGNC:9498	PSAP	3	Complete	PMID: 2060627	-	BIALLELIC, autosomal or pseudoautosomal	75	Mucopolysaccharideosis, Gaucher, Fabry	1.2	467
HGNC:7758	NEU1	3	Complete	PMID: 8985184	-	BIALLELIC, autosomal or pseudoautosomal	75	Mucopolysaccharideosis, Gaucher, Fabry	1.2	468
HGNC:2219	COL9A3	3	Complete	21922596||20301479||20301302	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	211	Multiple Epiphyseal Dysplasia	1.6	470
HGNC:2200	COL2A1	1	Complete	PMID: 21922596	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	211	Multiple Epiphyseal Dysplasia	1.6	471
HGNC:2227	COMP	3	Complete	PMID: 24595329||17133256	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	211	Multiple Epiphyseal Dysplasia	1.6	473
HGNC:10994	SLC26A2	3	Complete	PMID: 21922596	-	BIALLELIC, autosomal or pseudoautosomal	211	Multiple Epiphyseal Dysplasia	1.6	475
HGNC:2218	COL9A2	3	Complete	21922596||20301302	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	211	Multiple Epiphyseal Dysplasia	1.6	476
HGNC:2217	COL9A1	1	Complete	PMID: 11565064||PMID: 21922596 (no mutations found)||PMID: 10678658 (no mutations found)||PMID: 20358595 (no mutations found)||PMID: 16691584 (no mutations found)||PMID: 15523498 (no mutations found)||PMID: 14684695 (no mutations found)	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	211	Multiple Epiphyseal Dysplasia	1.6	477
HGNC:6909	MATN3	3	Complete	20301302||20358595||PMID: 21922596	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	211	Multiple Epiphyseal Dysplasia	1.6	480
HGNC:3236	EGFR	1	Complete	27631514	-	Other - please specifiy in evaluation comments	19	Multiple lipomas	1.1	481
HGNC:6973	MDM2	1	Complete	27684983	-	Other - please specifiy in evaluation comments	19	Multiple lipomas	1.1	482
HGNC:7489	MT-TK	3	Complete	9674814	-	MITOCHONDRIAL	19	Multiple lipomas	1.1	483
HGNC:5009	HMGA2	1	Complete	27635945	-	Unknown	19	Multiple lipomas	1.1	484
HGNC:26383	DAW1	3	-	36074124||28991257	-	BIALLELIC, autosomal or pseudoautosomal	296	Non-CF bronchiectasis	1.29	485
HGNC:2954	DNAI1	1	Complete	PMID: 18950741	-		296	Non-CF bronchiectasis	1.29	493
HGNC:21558	RSPH4A	1	Complete	PMID: 26073779	-	Unknown	296	Non-CF bronchiectasis	1.29	497
HGNC:10600	SCNN1B	3	Complete	PMID: 23837941	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	296	Non-CF bronchiectasis	1.29	502
HGNC:1802	CDSN	3	Complete	22875505||23746069	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	189	Non-syndromic hypotrichosis	1.12	505
HGNC:6708	LSS	3	-	32101538	-	BIALLELIC, autosomal or pseudoautosomal	189	Non-syndromic hypotrichosis	1.12	507
HGNC:21307	DSG4	3	Complete	15304105	-	BIALLELIC, autosomal or pseudoautosomal	189	Non-syndromic hypotrichosis	1.12	511
HGNC:3071	DUSP5	1	Complete	18927432	-		94	PHACE(S) syndrome	1.3	518
HGNC:381	AKR1B1	1	Complete	22544659	-		94	PHACE(S) syndrome	1.3	519
HGNC:20584	SLC35B4	1	Complete	22544659	-		94	PHACE(S) syndrome	1.3	520
HGNC:4021	KDSR	3	Complete	34686882	-	BIALLELIC, autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	522
HGNC:3052	DSP	3	Complete	25516398||19924139||26303123	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	524
HGNC:6427	KRT17	3	Complete	22336949||19659471||15102078	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	530
HGNC:4288	GJB6	3	Complete	8845850	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	531
HGNC:6423	KRT16	3	Complete	21790523||21160496	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	535
HGNC:638	AQP5	3	Complete	23867895||27255181	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	538
HGNC:3356	ENPP1	3	Complete	26617416	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	541
HGNC:6443	KRT6A	3	Complete	16250204||22098151	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	543
HGNC:6444	KRT6B	3	Complete	16250204	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	544
HGNC:25662	AAGAB	3	Complete	24289292||23563198	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	545
HGNC:18746	SLURP1	3	Complete	19692209||21690549||16882192||17184264||23290002||24985918||24604124||19120323||16865292||25557416||15026760||24738704	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	549
HGNC:6447	KRT9	3	Complete	21410681	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	550
HGNC:4274	GJA1	3	Complete	25964267||16891658||25388818	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	551
HGNC:4285	GJB3	3	Complete	21564177	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	552
HGNC:3048	DSG1	3	Complete	27534273	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	555
HGNC:13902	SERPINB7	3	Complete	25029323||28211129||26926003||27666198||25940237||26763456||25788444	-	BIALLELIC, autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	556
HGNC:7497	MT-TS1	1	Complete	9450881	-	MITOCHONDRIAL	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	557
HGNC:4286	GJB4	3	Complete	21950330||22266302||26826093||23037955	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	564
HGNC:20330	POMP	1	Complete	27503413	-	BIALLELIC, autosomal or pseudoautosomal	215	Palmoplantar keratoderma and erythrokeratodermas	1.28	566
HGNC:1802	CDSN	3	Complete	PMID: 20691404	-	BIALLELIC, autosomal or pseudoautosomal	24	Peeling skin syndrome	1.4	575
HGNC:1515	CAST	3	Complete	PMID: 25683118	-	BIALLELIC, autosomal or pseudoautosomal	24	Peeling skin syndrome	1.4	579
HGNC:15993	CHST8	1	Complete	PMID: 22289416	-	BIALLELIC, autosomal or pseudoautosomal	24	Peeling skin syndrome	1.4	583
HGNC:2481	CSTA	3	Complete	26684698||PMID: 21944047	-	BIALLELIC, autosomal or pseudoautosomal	24	Peeling skin syndrome	1.4	586
HGNC:25118	OTULIN	3	Complete	PMID: 27523608	-	BIALLELIC, autosomal or pseudoautosomal	60	Periodic fever syndromes	1.33	591
HGNC:5331	NOD2	3	Complete	20301405	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	592
HGNC:22938	NLRP12	3	Complete	25327218	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	594
HGNC:14450	LPIN2	3	Complete	17330256	-	BIALLELIC, autosomal or pseudoautosomal	60	Periodic fever syndromes	1.33	596
HGNC:600	APOA1	3	Complete	32022753||26515634||27240838	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	599
HGNC:610	APOC3	2	Complete	PMID: 26790392	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	600
HGNC:6998	MEFV	3	Incomplete	21600797	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	60	Periodic fever syndromes	1.33	601
HGNC:12405	TTR	3	Complete	30120737||30878017||31131842||20301373||31111153||31118583	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	602
HGNC:6740	LYZ	3	Complete	20301373	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	605
HGNC:601	APOA2	3	Complete	11401442||20301373	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	607
HGNC:9580	PSTPIP1	3	Complete	20301405||1197187	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	609
HGNC:3309	ELANE	3	Complete	20301405||25019553||25912133	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	614
HGNC:609	APOC2	3	Complete	27297947||27840752	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	60	Periodic fever syndromes	1.33	617
HGNC:8859	PEX6	3	Incomplete	20301621||25655951	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	618
HGNC:119	ACOX1	3	Complete	25655951	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	619
HGNC:23338	ACBD5	3	-	33427402	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	620
HGNC:26222	FAR1	3	Complete	model of function postulated by Honsho et al. (J. Biol. Chem. 285: 8537-8542, 2010) for the protein	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	621
HGNC:61	ABCD1	3	Complete	25655951	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	114	Peroxisomal disorders	1.19	622
HGNC:8858	PEX3	3	Complete	23245813||25655951	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	624
HGNC:9717	PEX2	3	Complete	25655951	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	625
HGNC:1516	CAT	3	Complete	25772105||24025477	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	628
HGNC:8856	PEX14	3	Complete	26627464	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	629
HGNC:5213	HSD17B4	3	Complete	25655951	-	BIALLELIC, autosomal or pseudoautosomal	114	Peroxisomal disorders	1.19	630
